L->S 	 S->E 	 E->V 	 V->R 	 R->O 	 Service Time 	 FIRST TIME 	 LAST TIME 	 NAME 	 SIZE FILE 
1192655.000	1626179.000	1388636.000	2010783.000	44.000	6263733.000	1528207892541469.000	1528207898805202.000	chi_01 (76).jpg	65986.000 
1023591.000	1638080.000	1381610.000	2013777.000	8.000	6075626.000	1528207892732342.000	1528207898807968.000	bkg_01 (166).jpg	93845.000 
1183292.000	1493357.000	1369922.000	1973073.000	52.000	6180237.000	1528207892744399.000	1528207898924636.000	mammoth-hot-springs-5.jpg	5473.000 
1239751.000	1478884.000	1316028.000	2066681.000	21.000	6197834.000	1528207892796210.000	1528207898994044.000	arc_01 (142).jpg	58507.000 
1207935.000	1784589.000	1002128.000	2119465.000	54.000	6177019.000	1528207892859391.000	1528207899036410.000	airplane-takeoff-7.jpg	2961.000 
1230993.000	1770337.000	965883.000	2138717.000	11.000	6153484.000	1528207892912165.000	1528207899065649.000	084_152.jpg	61673.000 
1249086.000	1740591.000	971555.000	2150161.000	10.000	6141609.000	1528207892935121.000	1528207899076730.000	066_169.jpg	48406.000 
1266946.000	1730889.000	1018068.000	2087571.000	10.000	6139483.000	1528207892954614.000	1528207899094097.000	001_123.jpg	33012.000 
1292525.000	1710131.000	992504.000	2057514.000	12.000	6132460.000	1528207893012958.000	1528207899145418.000	amu_01 (183).jpg	39159.000 
1259377.000	1692793.000	999638.000	2061042.000	8.000	6059702.000	1528207893113410.000	1528207899173112.000	98_176.jpg	54077.000 
1239527.000	1741731.000	941026.000	2049901.000	9.000	6075159.000	1528207893168778.000	1528207899243937.000	AN26.jpg	122943.000 
1254794.000	1815728.000	1001516.000	1964000.000	9.000	6079458.000	1528207893182389.000	1528207899261847.000	monterey-14.jpg	4021.000 
1134306.000	1820206.000	1033785.000	1938621.000	48.000	6142333.000	1528207893318502.000	1528207899460835.000	fw_01 (100).jpg	55165.000 
1150828.000	1821452.000	1130900.000	1989836.000	8.000	6164878.000	1528207893336104.000	1528207899500982.000	orderville-canyon.jpg	3387.000 
1184421.000	1813173.000	1296447.000	1828673.000	44.000	6188408.000	1528207893345826.000	1528207899534234.000	can_01 (39).jpg	53542.000 
1190320.000	1867303.000	1311555.000	1744004.000	9.000	6463770.000	1528207893370619.000	1528207899834389.000	TR39.jpg	195568.000 
1088528.000	1781184.000	1338224.000	1970134.000	51.000	6344019.000	1528207893608774.000	1528207899952793.000	cortex-2.jpg	7000.000 
1427583.000	1479599.000	2125333.000	1275680.000	53.000	6329442.000	1528207893631976.000	1528207899961418.000	air_01 (115).jpg	12757.000 
1443325.000	1473936.000	2130772.000	1212439.000	49.000	6443672.000	1528207893640164.000	1528207900083836.000	pedestrian.jpg	5410.000 
1609253.000	1374056.000	2041932.000	1309285.000	11.000	6381347.000	1528207893718756.000	1528207900100103.000	flo_01 (614).jpg	23337.000 
1605695.000	1384517.000	2026110.000	1308048.000	27.000	6345232.000	1528207893758856.000	1528207900104088.000	086_124.jpg	28739.000 
1610262.000	1378332.000	2024928.000	1280940.000	7.000	6335521.000	1528207893787074.000	1528207900122595.000	68_112.jpg	47754.000 
1485306.000	1366560.000	2027165.000	1285701.000	9.000	6196347.000	1528207893939283.000	1528207900135630.000	lan_01 (260).jpg	40472.000 
1457595.000	1313148.000	2088949.000	1183774.000	8.000	6104062.000	1528207894060540.000	1528207900164602.000	088_123.jpg	31518.000 
1759840.000	999382.000	2135371.000	1143913.000	7.000	6122438.000	1528207894095253.000	1528207900217691.000	lan_01 (35).jpg	34970.000 
1761738.000	962256.000	2151973.000	1157114.000	49.000	6140954.000	1528207894155402.000	1528207900296356.000	cat-looking-out-2.jpg	3347.000 
1734838.000	967941.000	2164406.000	1192931.000	22.000	6182714.000	1528207894193444.000	1528207900376158.000	ash.jpg	4201.000 
1721329.000	1014279.000	2128076.000	1246124.000	9.000	6294395.000	1528207894234523.000	1528207900528918.000	apple-2.jpg	5322.000 
1705000.000	989001.000	2116866.000	1351699.000	58.000	6311147.000	1528207894314241.000	1528207900625388.000	12_104.jpg	43210.000 
1687792.000	995515.000	2106847.000	1394625.000	14.000	6514483.000	1528207894381246.000	1528207900895729.000	lan_01 (34).jpg	75664.000 
1723589.000	938279.000	2134600.000	1659989.000	2836.000	6474430.000	1528207894429869.000	1528207900904299.000	bkg_01 (112).jpg	12197.000 
1797828.000	998848.000	1984661.000	1645333.000	45.000	6449440.000	1528207894458883.000	1528207900908323.000	cit_01 (82).jpg	60216.000 
1798811.000	1030720.000	1949800.000	1611792.000	10.000	6472947.000	1528207894478269.000	1528207900951216.000	flo_01 (84).jpg	30554.000 
1791562.000	1127109.000	2016822.000	1453526.000	8.000	6518315.000	1528207894520335.000	1528207901038650.000	beach-man.jpg	4361.000 
1798964.000	1293673.000	1856812.000	1507588.000	8.000	6553121.000	1528207894547550.000	1528207901100671.000	34_161.jpg	38438.000 
1853229.000	1309103.000	1789490.000	1540374.000	13.000	6557275.000	1528207894578699.000	1528207901135974.000	lough-erne.jpg	2875.000 
1685167.000	1335102.000	2013695.000	1291344.000	10.000	6351576.000	1528207894798099.000	1528207901149675.000	027_185.jpg	20275.000 
1472143.000	2118606.000	1284565.000	1186750.000	8.000	6088365.000	1528207895072097.000	1528207901160462.000	con_01 (44).jpg	56671.000 
1454466.000	2127676.000	1268843.000	1184057.000	35.000	6068590.000	1528207895107428.000	1528207901176018.000	012_182.jpg	22435.000 
1369288.000	2037949.000	1334224.000	1086047.000	47.000	5932291.000	1528207895337094.000	1528207901269385.000	grand-canyon-hikers.jpg	5309.000 
1283020.000	2023171.000	1318760.000	1151657.000	47.000	5808461.000	1528207895470742.000	1528207901279203.000	IMAGE061.JPG	974315.000 
1293175.000	2020281.000	1311744.000	1116867.000	8.000	5901368.000	1528207895487074.000	1528207901388442.000	amu_01 (310).jpg	51617.000 
1296257.000	2024648.000	1338466.000	1203311.000	8.000	5910239.000	1528207895498982.000	1528207901409221.000	mcway-falls.jpg	4098.000 
1282229.000	2086028.000	1259747.000	1218469.000	7.000	5859186.000	1528207895552683.000	1528207901411869.000	FO73.jpg	139722.000 
976016.000	2132327.000	1195963.000	1194308.000	51.000	5654535.000	1528207895881911.000	1528207901536446.000	flo_01 (492).jpg	25860.000 
956689.000	2149224.000	1180550.000	1313168.000	45.000	5620401.000	1528207895926995.000	1528207901547396.000	cherry.jpg	2093.000 
943669.000	2161213.000	1230562.000	1199523.000	76.000	5904918.000	1528207895956821.000	1528207901861739.000	BA75.jpg	209196.000 
1002779.000	2124668.000	1272131.000	1458993.000	81.000	6129936.000	1528207895971757.000	1528207902101693.000	balloons-5.jpg	4796.000 
973615.000	2114078.000	1398239.000	1526593.000	38.000	6410035.000	1528207896038768.000	1528207902448803.000	amu_01 (251).jpg	41898.000 
986659.000	2104410.000	1447481.000	1814614.000	30.000	6371751.000	1528207896082966.000	1528207902454717.000	cld_01 (24).jpg	28602.000 
924714.000	2131386.000	1664285.000	1522081.000	54.000	6354847.000	1528207896170418.000	1528207902525265.000	022_124.jpg	56919.000 
974895.000	1982018.000	1687978.000	1551467.000	53.000	6288246.000	1528207896283908.000	1528207902572154.000	057_206.jpg	61666.000 
980851.000	1946660.000	1711181.000	1567720.000	54.000	6317255.000	1528207896330652.000	1528207902647907.000	FL7.jpg	183626.000 
1104198.000	2013817.000	1542822.000	1636115.000	8.000	6317780.000	1528207896339241.000	1528207902657021.000	flo_01 (11).jpg	25425.000 
1272003.000	1853580.000	1536913.000	1604303.000	7.000	6298444.000	1528207896371561.000	1528207902670005.000	cld_01 (19).jpg	26715.000 
1295642.000	1786125.000	1565687.000	1542432.000	51.000	6278886.000	1528207896448379.000	1528207902727265.000	60_131.jpg	51262.000 
1317825.000	2010306.000	1299276.000	1571036.000	45.000	6247810.000	1528207896503472.000	1528207902751282.000	02_236.jpg	39013.000 
2095086.000	1281170.000	1202698.000	1572158.000	44.000	6199128.000	1528207896572182.000	1528207902771310.000	tre_01 (102).jpg	80326.000 
2106437.000	1266017.000	1215507.000	1562858.000	47.000	6222835.000	1528207896586960.000	1528207902809795.000	34_176.jpg	45105.000 
1792381.000	1331145.000	1123894.000	1590355.000	50.000	5859441.000	1528207896956606.000	1528207902816047.000	tex_01 (88).jpg	84043.000 
1646861.000	1316329.000	1168633.000	1537671.000	48.000	5684921.000	1528207897133744.000	1528207902818665.000	av_01 (30).jpg	16426.000 
1547725.000	1309155.000	1160860.000	1520222.000	46.000	5620418.000	1528207897257532.000	1528207902877950.000	085_206.jpg	32022.000 
1322359.000	1334852.000	1225429.000	1455160.000	7.000	5480224.000	1528207897500848.000	1528207902981072.000	ST3.jpg	191111.000 
1222987.000	1256630.000	1237032.000	1530681.000	9.000	5323969.000	1528207897701679.000	1528207903025648.000	OB97.jpg	199846.000 
1274748.000	1192978.000	1258975.000	1565849.000	8.000	5312985.000	1528207897719389.000	1528207903032374.000	lamar-valley.jpg	4231.000 
1311902.000	1177181.000	1318154.000	1479922.000	7.000	5363844.000	1528207897724486.000	1528207903088330.000	running-sheep.jpg	5005.000 
1333351.000	1226975.000	1255291.000	1529055.000	44.000	5368688.000	1528207897732364.000	1528207903101052.000	sun.jpg	1884.000 
1358984.000	1268473.000	1484610.000	1174197.000	29.000	6158501.000	1528207897744419.000	1528207903902920.000	veggie-casserole.jpg	6392.000 
1359286.000	1395175.000	1571727.000	1778463.000	52.000	6164032.000	1528207897770788.000	1528207903934820.000	068_164.jpg	55381.000 
1390907.000	1444128.000	1822692.000	1464383.000	8.000	6207936.000	1528207897786382.000	1528207903994318.000	street-scene-6.jpg	4259.000 
1405577.000	1660668.000	1571321.000	1490244.000	51.000	6299247.000	1528207897825189.000	1528207904124436.000	01_214.jpg	82268.000 
1395448.000	1684590.000	1591985.000	1578791.000	9.000	6293230.000	1528207897848541.000	1528207904141771.000	tex_01 (183).jpg	19187.000 
1382758.000	1707339.000	1597767.000	1545727.000	49.000	6320556.000	1528207897879159.000	1528207904199715.000	55_163.jpg	54697.000 
1567081.000	1539668.000	1642798.000	1518811.000	51.000	6433812.000	1528207897893793.000	1528207904327605.000	civic-si-2.jpg	5269.000 
1584834.000	1534048.000	1641397.000	1635256.000	7.000	6419652.000	1528207897916237.000	1528207904335889.000	bkg_01 (324).jpg	54780.000 
1583223.000	1562846.000	1590940.000	1623445.000	47.000	6398319.000	1528207897951084.000	1528207904349403.000	097_123.jpg	41711.000 
1846532.000	1296060.000	1590562.000	1605235.000	63.000	6388465.000	1528207897989271.000	1528207904377736.000	lan_01 (64).jpg	43557.000 
1280069.000	1199952.000	1594326.000	1590482.000	48.000	5782480.000	1528207898672762.000	1528207904455242.000	ocean-rocks-2.jpg	4794.000 
1251269.000	1213490.000	1607294.000	1657020.000	44.000	5751635.000	1528207898711664.000	1528207904463299.000	13_150.jpg	26092.000 
1317337.000	1121198.000	1600531.000	1610484.000	9.000	5773578.000	1528207898766592.000	1528207904540170.000	fountains-2.jpg	5306.000 
1297724.000	1166146.000	1582674.000	1658651.000	8.000	5783725.000	1528207898802422.000	1528207904586147.000	065_165.jpg	46043.000 
1298506.000	1158464.000	1600960.000	1681516.000	48.000	5824743.000	1528207898819233.000	1528207904643976.000	stravecchio-parmesan-cheese.jpg	3568.000 
1331210.000	1222537.000	1515383.000	1710438.000	8.000	5878861.000	1528207898831113.000	1528207904709974.000	man-5.jpg	5041.000 
1240637.000	1234069.000	1557591.000	1725665.000	45.000	5766677.000	1528207898944508.000	1528207904711185.000	tex_01 (86).jpg	74112.000 
1176066.000	1255805.000	1574562.000	1665065.000	31.000	5748162.000	1528207899014740.000	1528207904762902.000	bal_01 (146).jpg	32889.000 
1165912.000	1315264.000	1508930.000	1676014.000	11.000	5866971.000	1528207899051795.000	1528207904918766.000	aquarium-fish-7.jpg	5020.000 
1200529.000	1252037.000	1535188.000	1809240.000	10.000	5857563.000	1528207899095811.000	1528207904953374.000	fw_01 (152).jpg	41981.000 
1252292.000	1481214.000	1247104.000	1833893.000	8.000	5837073.000	1528207899124016.000	1528207904961089.000	041_200-1.jpg	27626.000 
1366609.000	1568873.000	1800438.000	1050124.000	15.000	5799815.000	1528207899162368.000	1528207904962183.000	tex_01 (110).jpg	92814.000 
1408569.000	1819849.000	1485358.000	1018147.000	7.000	5749198.000	1528207899216864.000	1528207904966062.000	077_109.jpg	42838.000 
1634002.000	1567628.000	1523266.000	952194.000	8.000	5758150.000	1528207899264177.000	1528207905022327.000	chi_01 (19).jpg	56206.000 
1636827.000	1589166.000	1598466.000	857356.000	46.000	5824189.000	1528207899295863.000	1528207905120052.000	lan_01 (10).jpg	47634.000 
1662795.000	1595393.000	1592101.000	946879.000	9.000	5819081.000	1528207899310973.000	1528207905130054.000	lake-16.jpg	1899.000 
1366149.000	1639644.000	1551151.000	920066.000	8.000	5522894.000	1528207899638291.000	1528207905161185.000	IMAGE073.JPG	1504987.000 
1371556.000	1638110.000	1646003.000	820610.000	9.000	5566480.000	1528207899667192.000	1528207905233672.000	082.jpg	133038.000 
1125172.000	1587062.000	1647371.000	886217.000	8.000	5262862.000	1528207899975568.000	1528207905238430.000	37_161.jpg	75493.000 
1018635.000	1587092.000	1621502.000	851035.000	10.000	5170825.000	1528207900117398.000	1528207905288223.000	av_01 (16).jpg	23732.000 
1026384.000	1590979.000	1635403.000	879007.000	46.000	5174928.000	1528207900129818.000	1528207905304746.000	surfing-10.jpg	2720.000 
1029800.000	1603855.000	1667301.000	840192.000	9.000	5162241.000	1528207900149305.000	1528207905311546.000	057_175.jpg	41298.000 
1016347.000	1596784.000	1653987.000	820741.000	9.000	5507838.000	1528207900192084.000	1528207905699922.000	ST2.jpg	197785.000 
1057170.000	1578288.000	1686606.000	1116347.000	50.000	5668553.000	1528207900212246.000	1528207905880799.000	con_01 (60).jpg	57861.000 
1049259.000	1598194.000	1703891.000	1279229.000	63.000	5700707.000	1528207900229981.000	1528207905930688.000	fw_01 (140).jpg	79217.000 
1142380.000	1512309.000	1738591.000	1268652.000	10.000	5714442.000	1528207900246144.000	1528207905960586.000	win_01 (172).jpg	39959.000 
1159330.000	1554801.000	1728253.000	1240478.000	23.000	5714773.000	1528207900263450.000	1528207905978223.000	006_205.jpg	42162.000 
1169290.000	1571385.000	1693498.000	1189393.000	49.000	6129946.000	1528207900281118.000	1528207906411064.000	flautas.jpg	5041.000 
1237130.000	1505925.000	1742035.000	1609697.000	48.000	6121171.000	1528207900299438.000	1528207906420609.000	ANIML63.jpg	71898.000 
1234147.000	1532455.000	1831284.000	1477527.000	44.000	6125087.000	1528207900318360.000	1528207906443447.000	40_222.jpg	54979.000 
1471905.000	1244475.000	1843284.000	1463666.000	53.000	6078765.000	1528207900389846.000	1528207906468611.000	078_164.jpg	63124.000 
1563550.000	1797366.000	1074740.000	1468564.000	49.000	5962698.000	1528207900538146.000	1528207906500844.000	lan_01 (60).jpg	39216.000 
1812439.000	1482682.000	1064465.000	1466294.000	51.000	5951806.000	1528207900636453.000	1528207906588259.000	aquarium-fish-21.jpg	5267.000 
1570047.000	1520638.000	1039515.000	1525057.000	54.000	5770408.000	1528207900900446.000	1528207906670854.000	fountain-8.jpg	4596.000 
1568484.000	1596217.000	938034.000	1593062.000	72.000	5737853.000	1528207900956916.000	1528207906694769.000	lan_01 (139).jpg	35785.000 
1584159.000	1589344.000	954318.000	1540187.000	10.000	5818098.000	1528207900988081.000	1528207906806179.000	lulus.jpg	5822.000 
1626109.000	1548525.000	954139.000	1624728.000	10.000	5811073.000	1528207901021851.000	1528207906832924.000	lan_01 (59).jpg	62514.000 
1623311.000	1643239.000	853187.000	1625483.000	9.000	5819802.000	1528207901057600.000	1528207906877402.000	lan_01 (151).jpg	52958.000 
1572857.000	1644770.000	892495.000	1629675.000	54.000	5776965.000	1528207901119505.000	1528207906896470.000	074_177.jpg	65983.000 
1572195.000	1618754.000	897664.000	1640659.000	10.000	5746375.000	1528207901155100.000	1528207906901475.000	sfx_01 (246).jpg	20057.000 
1580660.000	1633812.000	899607.000	1610311.000	12.000	5732275.000	1528207901170673.000	1528207906902948.000	airplane-condensation-trail.jpg	938.000 
1578458.000	1664475.000	848781.000	1562205.000	10.000	5743462.000	1528207901208839.000	1528207906952301.000	ST91.jpg	194901.000 
1589515.000	1651542.000	875423.000	1584625.000	11.000	5782637.000	1528207901220401.000	1528207907003038.000	bal_01 (122).jpg	18637.000 
1564170.000	1683691.000	1158977.000	1273946.000	15.000	5739920.000	1528207901288718.000	1528207907028638.000	95_131.jpg	57112.000 
1578741.000	1701463.000	1293984.000	1141452.000	14.000	5727020.000	1528207901302864.000	1528207907029884.000	plane-2.jpg	1454.000 
1510462.000	1736058.000	1285832.000	1085908.000	9.000	5647527.000	1528207901394259.000	1528207907041786.000	smoke.jpg	2128.000 
1538055.000	1725739.000	1249928.000	1051435.000	11.000	5753147.000	1528207901443093.000	1528207907196240.000	098_164.jpg	34557.000 
1553036.000	1690790.000	1269574.000	1180583.000	9.000	5767736.000	1528207901472714.000	1528207907240450.000	arc_01 (157).jpg	64622.000 
1491375.000	1739468.000	1621523.000	806322.000	44.000	5779000.000	1528207901554737.000	1528207907333737.000	av_01 (34).jpg	51548.000 
1511515.000	1829093.000	1512908.000	891086.000	49.000	5774448.000	1528207901576840.000	1528207907351288.000	P32_236.jpg	42522.000 
1235716.000	1840267.000	1489345.000	889426.000	11.000	5645658.000	1528207901873824.000	1528207907519482.000	face-32.jpg	4294.000 
1798916.000	1071060.000	1488172.000	1019892.000	52.000	5551558.000	1528207902105113.000	1528207907656671.000	street-festival-4.jpg	5141.000 
1471718.000	1061812.000	1500167.000	1136921.000	16.000	5217930.000	1528207902463146.000	1528207907681076.000	zion-narrows-16.jpg	4150.000 
1515726.000	1037200.000	1553065.000	1062123.000	43.000	5261969.000	1528207902478648.000	1528207907740617.000	av_01 (50).jpg	31320.000 
1586018.000	935084.000	1606995.000	1060625.000	51.000	5240799.000	1528207902538471.000	1528207907779270.000	sfx_01 (235).jpg	46433.000 
1585320.000	951580.000	1574072.000	1069396.000	55.000	5244576.000	1528207902579703.000	1528207907824279.000	flo_01 (19).jpg	27984.000 
1519303.000	951485.000	1651014.000	988624.000	10.000	5195010.000	1528207902680482.000	1528207907875492.000	und_01 (344).jpg	50932.000 
1628537.000	850729.000	1653522.000	1000551.000	47.000	5284171.000	1528207902699116.000	1528207907983287.000	arc_01 (92).jpg	38589.000 
1615301.000	889889.000	1643007.000	1089389.000	41.000	5268283.000	1528207902725313.000	1528207907993596.000	tex_01 (136).jpg	89216.000 
1589656.000	895487.000	1648130.000	1086601.000	45.000	5244140.000	1528207902759815.000	1528207908003955.000	SP24.jpg	189542.000 
1608750.000	897135.000	1618109.000	1086242.000	10.000	5226409.000	1528207902778695.000	1528207908005104.000	tex_01 (91).jpg	59509.000 
1649584.000	846142.000	1612171.000	1011756.000	7.000	5470064.000	1528207902805663.000	1528207908275727.000	OB98.jpg	222399.000 
1612938.000	873092.000	1651882.000	1236861.000	17.000	5564204.000	1528207902851663.000	1528207908415867.000	ST32.jpg	208644.000 
1675239.000	1156765.000	1338246.000	1349078.000	43.000	5574878.000	1528207902865004.000	1528207908439882.000	ind_01 (91).jpg	28370.000 
1684858.000	1291563.000	1184912.000	1345716.000	9.000	5550533.000	1528207902901348.000	1528207908451881.000	clouds-11.jpg	3094.000 
1712839.000	1282715.000	1161094.000	1307081.000	45.000	5607051.000	1528207902931206.000	1528207908538257.000	AN69.jpg	126119.000 
1712549.000	1247596.000	1183112.000	1372865.000	28.000	5549420.000	1528207902997539.000	1528207908546959.000	cit_01 (35).jpg	40099.000 
1683368.000	1267252.000	1205266.000	1329304.000	13.000	5520630.000	1528207903036796.000	1528207908557426.000	P56_226.jpg	46715.000 
1714190.000	1618806.000	828767.000	1284862.000	13.000	5530042.000	1528207903074682.000	1528207908604724.000	035_147.jpg	46531.000 
1809366.000	1509494.000	898902.000	1266233.000	10.000	5538674.000	1528207903110928.000	1528207908649602.000	sfx_01 (111).jpg	28508.000 
1809892.000	1486704.000	907189.000	1289503.000	11.000	5519220.000	1528207903143534.000	1528207908662754.000	021_124.jpg	27084.000 
1053636.000	1486211.000	1050222.000	1133583.000	11.000	4744769.000	1528207903926123.000	1528207908670892.000	062.jpg	110079.000 
1044933.000	1497427.000	1155033.000	999632.000	9.000	4741979.000	1528207903955086.000	1528207908697065.000	52_142.jpg	45199.000 
1022856.000	1550480.000	1092365.000	1001211.000	5.000	4687975.000	1528207904011667.000	1528207908699642.000	field-5.jpg	2987.000 
923066.000	1604542.000	1069114.000	947431.000	12.000	4571652.000	1528207904140109.000	1528207908711761.000	057_170.jpg	16862.000 
910865.000	1570505.000	1084756.000	919913.000	45.000	4507108.000	1528207904209214.000	1528207908716322.000	64_131.jpg	28020.000 
921845.000	1647274.000	1017392.000	873160.000	44.000	4491444.000	1528207904232743.000	1528207908724187.000	015_123.jpg	55867.000 
848474.000	1649265.000	1038904.000	806392.000	43.000	4488415.000	1528207904332992.000	1528207908821407.000	river-4.jpg	5517.000 
861848.000	1638807.000	1106041.000	827445.000	56.000	4512721.000	1528207904371879.000	1528207908884600.000	sfx_01 (27).jpg	40370.000 
856739.000	1644110.000	1096693.000	861782.000	48.000	4511373.000	1528207904391005.000	1528207908902378.000	standing-stone-2.jpg	5346.000 
885121.000	1614743.000	1115034.000	856579.000	50.000	4528308.000	1528207904403741.000	1528207908932049.000	eclipse-2.jpg	1988.000 
838030.000	1609194.000	1121633.000	871170.000	48.000	4474868.000	1528207904466941.000	1528207908941809.000	mountain-11.jpg	3453.000 
845514.000	1648737.000	1281603.000	637558.000	50.000	4479391.000	1528207904495241.000	1528207908974632.000	FL44.jpg	295128.000 
1138290.000	1335405.000	1376184.000	545798.000	49.000	4427203.000	1528207904561726.000	1528207908988929.000	tre_01 (117).jpg	52777.000 
1293076.000	1182149.000	1372251.000	519298.000	46.000	4509286.000	1528207904587759.000	1528207909097045.000	river-8.jpg	5746.000 
1273002.000	1158100.000	1374746.000	619869.000	51.000	4446301.000	1528207904657689.000	1528207909103990.000	tex_01 (165).jpg	17697.000 
1237270.000	1180437.000	1392719.000	510493.000	54.000	4499233.000	1528207904723408.000	1528207909222641.000	74_113.jpg	34666.000 
1247810.000	1202495.000	1396547.000	602009.000	51.000	4563774.000	1528207904742591.000	1528207909306365.000	can_01 (17).jpg	53638.000 
1592891.000	826463.000	1379471.000	661784.000	46.000	4578057.000	1528207904818261.000	1528207909396318.000	fod_01 (38).jpg	25753.000 
1462906.000	896412.000	1310235.000	745577.000	26.000	4426142.000	1528207904971310.000	1528207909397452.000	und_01 (143).jpg	42280.000 
1152261.000	904358.000	1298730.000	704139.000	11.000	4425411.000	1528207905291294.000	1528207909716705.000	chi_01 (84).jpg	37960.000 
1153305.000	1047241.000	1173222.000	991913.000	35.000	4478426.000	1528207905315381.000	1528207909793807.000	flo_01 (462).jpg	63163.000 
1177282.000	1152730.000	1067527.000	1061704.000	8.000	4472663.000	1528207905323682.000	1528207909796345.000	fw_01 (10).jpg	23090.000 
1226021.000	1089936.000	1050107.000	1058618.000	34.000	4437958.000	1528207905362369.000	1528207909800327.000	079_126.jpg	44398.000 
1307154.000	1066711.000	996434.000	1042674.000	52.000	4465039.000	1528207905363792.000	1528207909828831.000	lake-21.jpg	2114.000 
1315632.000	1081748.000	977568.000	1055532.000	10.000	4468526.000	1528207905379249.000	1528207909847775.000	ski-in-the-alps-2.jpg	3148.000 
1409967.000	1014234.000	948343.000	1023214.000	43.000	4717881.000	1528207905396325.000	1528207910114206.000	074_155.jpg	58320.000 
1422789.000	1034915.000	948435.000	1277126.000	50.000	4723763.000	1528207905413848.000	1528207910137611.000	04_215.jpg	48555.000 
1462909.000	1100946.000	851575.000	1284308.000	47.000	4727063.000	1528207905415513.000	1528207910142576.000	submarine.jpg	2658.000 
1464098.000	1093714.000	890075.000	1238610.000	53.000	4827435.000	1528207905432412.000	1528207910259847.000	flo_01 (262).jpg	25775.000 
1435242.000	1110628.000	880465.000	1315752.000	8.000	5086048.000	1528207905471735.000	1528207910557783.000	FO48.jpg	238207.000 
1423741.000	1123866.000	897504.000	1602471.000	8.000	5079036.000	1528207905493990.000	1528207910573026.000	bal_01 (113).jpg	18625.000 
1488010.000	1274204.000	678933.000	1609817.000	44.000	5120670.000	1528207905505362.000	1528207910626032.000	sfx_01 (179).jpg	42952.000 
1337296.000	1372399.000	558088.000	1621804.000	73.000	4966639.000	1528207905701618.000	1528207910668257.000	osprey-nest.jpg	5915.000 
1169304.000	1369050.000	563419.000	1620843.000	48.000	4849912.000	1528207905897543.000	1528207910747455.000	chi_01 (69).jpg	62212.000 
1016772.000	1371836.000	626705.000	1634551.000	49.000	4676199.000	1528207906077387.000	1528207910753586.000	ent_01 (9).jpg	34248.000 
1050462.000	1389707.000	573918.000	1633131.000	34.000	4838882.000	1528207906094378.000	1528207910933260.000	sfx_01 (156).jpg	27922.000 
1070428.000	1392675.000	628498.000	1676432.000	40.000	4884408.000	1528207906126495.000	1528207911010903.000	OB31.jpg	199082.000 
813087.000	1376715.000	685129.000	1683749.000	44.000	4624514.000	1528207906427422.000	1528207911051936.000	023_121.jpg	40187.000 
881464.000	1307306.000	751085.000	1647786.000	34.000	4608916.000	1528207906452283.000	1528207911061199.000	bal_01 (163).jpg	28067.000 
867162.000	1296169.000	752741.000	1626355.000	51.000	4638395.000	1528207906484182.000	1528207911122577.000	053_168.jpg	63360.000 
1026643.000	1170294.000	1022788.000	1387797.000	55.000	4639689.000	1528207906492905.000	1528207911132594.000	fishermans-wharf.jpg	4935.000 
1128031.000	1065137.000	1068349.000	1331288.000	43.000	4613021.000	1528207906528693.000	1528207911141714.000	lan_01 (28).jpg	63053.000 
1075899.000	1045407.000	1068499.000	1328482.000	43.000	4539559.000	1528207906606081.000	1528207911145640.000	tex_01 (97).jpg	87966.000 
1048745.000	993759.000	1074790.000	1316967.000	50.000	4540668.000	1528207906691909.000	1528207911232577.000	flo_01 (595).jpg	61796.000 
1083047.000	973188.000	1070489.000	1365634.000	55.000	4802869.000	1528207906696280.000	1528207911499149.000	chicken-piccata.jpg	5812.000 
1005022.000	945687.000	1092975.000	1618241.000	61.000	4686123.000	1528207906819316.000	1528207911505439.000	clouds.jpg	1684.000 
1025791.000	944879.000	1288948.000	1375084.000	7.000	4688223.000	1528207906849754.000	1528207911537977.000	grand-canyon-rim.jpg	5368.000 
1073949.000	847464.000	1299923.000	1366607.000	50.000	4763406.000	1528207906910529.000	1528207911673935.000	030_188.jpg	40927.000 
1063720.000	886423.000	1286158.000	1491156.000	44.000	4769856.000	1528207906930257.000	1528207911700113.000	89_176.jpg	84572.000 
1081465.000	876836.000	1355320.000	1428817.000	49.000	4776747.000	1528207906941324.000	1528207911718071.000	cit_01 (157).jpg	35684.000 
1078995.000	892939.000	1613082.000	1119848.000	36.000	4850189.000	1528207906966793.000	1528207911816982.000	46_171.jpg	36751.000 
1270315.000	675516.000	1642179.000	1183023.000	53.000	4856481.000	1528207907005479.000	1528207911861960.000	clock.jpg	5007.000 
1361980.000	555622.000	1658655.000	1213560.000	9.000	4813047.000	1528207907053949.000	1528207911866996.000	av_01 (23).jpg	14750.000 
1348697.000	561051.000	1663375.000	1194234.000	7.000	4778375.000	1528207907091236.000	1528207911869611.000	und_01 (13).jpg	34817.000 
1362562.000	624766.000	1648334.000	1092941.000	47.000	4845661.000	1528207907107091.000	1528207911952752.000	071_188.jpg	54509.000 
1367777.000	571322.000	1663065.000	1160468.000	35.000	4836780.000	1528207907170528.000	1528207912007308.000	82_136.jpg	41728.000 
1366463.000	624536.000	1709876.000	1065410.000	35.000	4803204.000	1528207907227014.000	1528207912030218.000	048_205.jpg	35972.000 
